iters pop mut scross cross algo min_time max_time avg_time min_res max_res avg_res
100 50 0.005 0.1 0.05 0 0.0958309 0.1341823 0.110896818 50 550 258
100 50 0.005 0.1 0.05 1 0.0948041 0.1327788 0.109671492 300 1000 615.5
100 50 0.005 0.1 0.1 0 0.0957543 0.1375339 0.118084116 50 550 270
100 50 0.005 0.1 0.1 1 0.094524 0.1343534 0.109682724 200 950 598.5
100 50 0.01 0.1 0.001 0 0.0959254 0.1335293 0.114967594 100 450 261.5
100 50 0.01 0.1 0.001 1 0.0943687 0.103219 0.095226406 250 900 595.5
100 50 0.01 0.1 0.005 0 0.0958078 0.1589823 0.112214891 100 600 276
100 50 0.01 0.1 0.005 1 0.0943063 0.1500718 0.104647624 200 1050 595
100 50 0.01 0.1 0.01 0 0.0956821 0.0974149 0.096418392 50 500 279.5
100 50 0.01 0.1 0.01 1 0.0942174 0.1292588 0.101181001 200 950 575
100 50 0.01 0.1 0.05 0 0.0962735 0.1372905 0.113865328 50 650 262
100 50 0.01 0.1 0.05 1 0.0946271 0.130939 0.117497058 200 900 559
100 50 0.01 0.1 0.1 0 0.0957685 0.1375809 0.119075374 50 800 292
100 50 0.01 0.1 0.1 1 0.0947737 0.1312995 0.110268784 100 950 590.5
100 50 0.05 0.1 0.001 0 0.0962183 0.1336307 0.113855566 50 550 254
100 50 0.05 0.1 0.001 1 0.0944975 0.1295915 0.102629832 200 800 499.5
100 50 0.05 0.1 0.005 0 0.0959348 0.1018753 0.099603906 100 1050 262
100 50 0.05 0.1 0.005 1 0.0943487 0.0999689 0.097245544 150 950 517
100 50 0.05 0.1 0.01 0 0.095895 0.102838 0.098021059 50 2000 303.5
100 50 0.05 0.1 0.01 1 0.0944359 0.1381317 0.111567651 200 900 514
100 50 0.05 0.1 0.05 0 0.0958647 0.1326702 0.111895624 0 750 274.5
100 50 0.05 0.1 0.05 1 0.0946296 0.1301864 0.102196338 100 900 501.5
100 50 0.05 0.1 0.1 0 0.0962209 0.134081 0.103926518 50 2000 275
100 50 0.05 0.1 0.1 1 0.094403 0.1007164 0.096426644 0 950 514.5
100 50 0.1 0.1 0.001 0 0.0962231 0.1022277 0.097639453 50 1450 285.5
100 50 0.1 0.1 0.001 1 0.0946266 0.1008284 0.095767966 150 700 473
100 50 0.1 0.1 0.005 0 0.096306 0.1021935 0.100342797 0 1050 266
100 50 0.1 0.1 0.005 1 0.0949097 0.1304117 0.104513551 200 800 456.5
100 50 0.1 0.1 0.01 0 0.096265 0.134057 0.103329151 50 1500 268.5
100 50 0.1 0.1 0.01 1 0.0972849 0.1308668 0.101683083 150 800 473.5
100 50 0.1 0.1 0.05 0 0.0962863 0.1348482 0.105478256 50 900 248
100 50 0.1 0.1 0.05 1 0.0948606 0.10084 0.09816504 150 850 470.5
100 50 0.1 0.1 0.1 0 0.0961743 0.1313675 0.103975575 50 2000 259
100 50 0.1 0.1 0.1 1 0.0948695 0.1313945 0.105613373 150 750 451
100 100 0.001 0.1 0.001 0 0.1047432 0.1114813 0.106976319 50 450 194
100 100 0.001 0.1 0.001 1 0.106532 0.147221 0.116523789 150 850 565.5
100 100 0.001 0.1 0.005 0 0.1047881 0.1069251 0.105522647 0 350 178
100 100 0.001 0.1 0.005 1 0.1059179 0.1430343 0.112753967 200 850 572
100 100 0.001 0.1 0.01 0 0.1048565 0.1089765 0.105780894 50 400 167.5
100 100 0.001 0.1 0.01 1 0.1061741 0.14705 0.115454683 250 850 585.5
100 100 0.001 0.1 0.05 0 0.104818 0.1450922 0.121242338 0 350 179.5
100 100 0.001 0.1 0.05 1 0.1066415 0.1486558 0.127078804 200 900 553
100 100 0.001 0.1 0.1 0 0.1047795 0.1448313 0.122256627 50 400 182.5
100 100 0.001 0.1 0.1 1 0.1062622 0.1457161 0.12320338 250 1000 553.5
100 100 0.005 0.1 0.001 0 0.1047958 0.1440367 0.121726848 0 700 180.5
100 100 0.005 0.1 0.001 1 0.1062844 0.1525094 0.130179874 150 850 531.5
100 100 0.005 0.1 0.005 0 0.1049775 0.1431558 0.120321992 0 350 165
100 100 0.005 0.1 0.005 1 0.1061959 0.1437361 0.121121371 200 850 543
100 100 0.005 0.1 0.01 0 0.1046414 0.1672052 0.126866683 50 450 179
100 100 0.005 0.1 0.01 1 0.1061955 0.1460518 0.116732335 200 900 522.5
100 100 0.005 0.1 0.05 0 0.1050656 0.1608567 0.130313974 0 350 158.5
100 100 0.005 0.1 0.05 1 0.1069494 0.1536102 0.130952638 150 750 498
100 100 0.005 0.1 0.1 0 0.1053363 0.1473151 0.129264009 50 300 167
100 100 0.005 0.1 0.1 1 0.1070563 0.1531872 0.134241193 200 750 494
100 100 0.01 0.1 0.001 0 0.1051892 0.1582352 0.125525774 0 1050 191.5
100 100 0.01 0.1 0.001 1 0.1063097 0.1449087 0.121484274 200 800 483.5
100 100 0.01 0.1 0.005 0 0.1050438 0.1553922 0.129877888 0 400 167
100 100 0.01 0.1 0.005 1 0.10624 0.1431092 0.109165073 150 750 473.5
100 100 0.01 0.1 0.01 0 0.1048552 0.1109168 0.108316921 50 350 174
100 100 0.01 0.1 0.01 1 0.1064735 0.1342153 0.108918072 150 800 500
100 100 0.01 0.1 0.05 0 0.1047457 0.1124289 0.107772944 50 350 172
100 100 0.01 0.1 0.05 1 0.1064829 0.1145899 0.108905931 100 800 497.5
100 100 0.01 0.1 0.1 0 0.1048899 0.1116951 0.10862034 50 350 173.5
100 100 0.01 0.1 0.1 1 0.1067527 0.1131474 0.110312726 200 800 485
100 100 0.05 0.1 0.001 0 0.105406 0.1126372 0.108881564 0 700 175
100 100 0.05 0.1 0.001 1 0.1070042 0.1125944 0.110284161 50 750 430
100 100 0.05 0.1 0.005 0 0.1052444 0.1112585 0.106989988 0 650 151
100 100 0.05 0.1 0.005 1 0.1068267 0.113271 0.108799868 100 800 445
100 100 0.05 0.1 0.01 0 0.1056096 0.1674978 0.13679541 0 2400 189.5
100 100 0.05 0.1 0.01 1 0.1069024 0.1493781 0.129132007 100 750 414.5
100 100 0.05 0.1 0.05 0 0.1054189 0.1515968 0.125960917 0 450 166
100 100 0.05 0.1 0.05 1 0.1073484 0.1501338 0.134231455 100 800 411.5
100 100 0.05 0.1 0.1 0 0.1055241 0.1447124 0.122525609 0 950 162.5
100 100 0.05 0.1 0.1 1 0.1071119 0.1566576 0.116464125 150 750 409.5
100 100 0.1 0.1 0.001 0 0.1057935 0.1451987 0.114085078 0 1500 190.5
100 100 0.1 0.1 0.001 1 0.1073972 0.1510481 0.124335313 0 700 374.5
100 100 0.1 0.1 0.005 0 0.1058521 0.1500619 0.13291544 0 1150 166
100 100 0.1 0.1 0.005 1 0.1075798 0.1534626 0.130092151 150 600 360
100 100 0.1 0.1 0.01 0 0.1057567 0.1474323 0.124026225 0 850 173.5
100 100 0.1 0.1 0.01 1 0.1076131 0.1531004 0.12621969 150 800 411.5
100 100 0.1 0.1 0.05 0 0.1057832 0.1469961 0.127705664 0 400 159
100 100 0.1 0.1 0.05 1 0.1080814 0.1518872 0.132520277 150 650 383.5
100 100 0.1 0.1 0.1 0 0.1062096 0.1527232 0.131656443 0 350 157
100 100 0.1 0.1 0.1 1 0.1080656 0.1494346 0.124110726 150 650 380
1000 10 0.001 0.1 0.001 0 0.8903841 1.2174181 1.046271127 50 600 308.5
1000 10 0.001 0.1 0.001 1 0.8506017 1.168776 1.012634281 250 950 635
1000 10 0.001 0.1 0.005 0 0.889817 1.5148876 1.054272652 50 650 293
1000 10 0.001 0.1 0.005 1 0.849574 1.2107651 1.016306443 300 900 604
