iters pop mut scross cross algo min_time max_time avg_time min_res max_res avg_res
10 100 0.005 0.1 0.01 1 0.0109752 0.0123967 0.011534385 350 1350 885
10 100 0.005 0.1 0.05 0 0.0107977 0.0121124 0.011329135 250 2300 583
10 100 0.005 0.1 0.05 1 0.0110124 0.0152107 0.012397414 400 1550 844.5
10 100 0.005 0.1 0.1 0 0.0141843 0.0158825 0.014633388 350 900 595.5
10 100 0.005 0.1 0.1 1 0.0108136 0.0159505 0.014447317 300 1350 837
10 100 0.01 0.1 0.001 0 0.0106194 0.0114033 0.010865457 200 1100 573
10 100 0.01 0.1 0.001 1 0.0107824 0.0113349 0.010987207 350 1450 856
10 100 0.01 0.1 0.005 0 0.0106485 0.0123835 0.011069692 150 1150 567
10 100 0.01 0.1 0.005 1 0.010796 0.012209 0.011255182 400 1200 836
10 100 0.01 0.1 0.01 0 0.0106233 0.0127042 0.010898705 100 800 566.5
10 100 0.01 0.1 0.01 1 0.0108285 0.0171723 0.012348733 400 1250 832.5
10 100 0.01 0.1 0.05 0 0.0141963 0.0183907 0.014622081 250 950 579
10 100 0.01 0.1 0.05 1 0.0109774 0.0198627 0.013788879 350 1400 813
10 100 0.01 0.1 0.1 0 0.0142878 0.0272709 0.016578559 300 1400 578.5
10 100 0.01 0.1 0.1 1 0.011083 0.0232206 0.013902754 300 1150 786
10 100 0.05 0.1 0.001 0 0.0109038 0.0218286 0.015743474 300 1300 586
10 100 0.05 0.1 0.001 1 0.0144674 0.0270139 0.016603729 250 1150 722
10 100 0.05 0.1 0.005 0 0.0107109 0.0244608 0.012543254 300 850 602
10 100 0.05 0.1 0.005 1 0.0109504 0.0244852 0.016777343 350 1150 744.5
10 100 0.05 0.1 0.01 0 0.0151628 0.02107 0.017077872 250 1200 587.5
10 100 0.05 0.1 0.01 1 0.0150901 0.0210836 0.017011049 350 1150 740.5
10 100 0.05 0.1 0.05 0 0.0107422 0.0184318 0.014371208 200 2000 574.5
10 100 0.05 0.1 0.05 1 0.0109923 0.0189907 0.014379983 400 1250 777
10 100 0.05 0.1 0.1 0 0.0148831 0.0190574 0.016293872 300 1550 595
10 100 0.05 0.1 0.1 1 0.0112233 0.0202758 0.015852234 350 1150 773.5
10 100 0.1 0.1 0.001 0 0.014789 0.0207398 0.016075415 150 950 570
10 100 0.1 0.1 0.001 1 0.0111236 0.020266 0.015186325 300 1250 759.5
10 100 0.1 0.1 0.005 0 0.0147574 0.0199311 0.01625689 250 1350 576.5
10 100 0.1 0.1 0.005 1 0.0109675 0.0179913 0.014269662 350 1200 746
10 100 0.1 0.1 0.01 0 0.0147745 0.0228644 0.016318145 350 2200 628.5
10 100 0.1 0.1 0.01 1 0.0109517 0.0181307 0.013567898 450 1250 774.5
10 100 0.1 0.1 0.05 0 0.0146351 0.0243975 0.016368848 200 1250 573
10 100 0.1 0.1 0.05 1 0.0110077 0.0214544 0.015618538 350 1250 742
10 100 0.1 0.1 0.1 0 0.0108025 0.0144272 0.012231765 300 1000 573.5
10 100 0.1 0.1 0.1 1 0.0114794 0.0200778 0.016154314 250 1200 759
100 10 0.001 0.1 0.001 0 0.0941079 0.1363967 0.1189596 300 1250 633
100 10 0.001 0.1 0.001 1 0.0896103 0.1297198 0.110621036 400 1450 1015.5
100 10 0.001 0.1 0.005 0 0.0930251 0.1386376 0.119892923 200 1050 587
100 10 0.001 0.1 0.005 1 0.088979 0.1926856 0.125034702 250 1600 976.5
100 10 0.001 0.1 0.01 0 0.0888602 0.1724808 0.107570512 150 1200 628.5
100 10 0.001 0.1 0.01 1 0.0852623 0.1453719 0.118163246 400 1700 974
100 10 0.001 0.1 0.05 0 0.0895051 0.1293306 0.111906971 200 1200 634.5
100 10 0.001 0.1 0.05 1 0.0847573 0.1489577 0.099950636 450 1600 967
100 10 0.001 0.1 0.1 0 0.0887575 0.1499862 0.105203411 250 1000 629
100 10 0.001 0.1 0.1 1 0.0847218 0.090549 0.086686966 350 1500 927
100 10 0.005 0.1 0.001 0 0.088941 0.1747204 0.108229396 300 1100 628.5
100 10 0.005 0.1 0.001 1 0.0850964 0.1637866 0.109145373 200 1800 967.5
100 10 0.005 0.1 0.005 0 0.0888708 0.1860228 0.119105092 150 1100 632
100 10 0.005 0.1 0.005 1 0.0861048 0.1252217 0.107802238 300 1400 998.5
100 10 0.005 0.1 0.01 0 0.0899776 0.1302052 0.113822922 300 1100 638
100 10 0.005 0.1 0.01 1 0.0856686 0.1507098 0.106591927 450 1450 903.5
100 10 0.005 0.1 0.05 0 0.0892934 0.1240235 0.110547747 300 1050 640
100 10 0.005 0.1 0.05 1 0.0855052 0.1213784 0.108032498 400 1600 905
100 10 0.005 0.1 0.1 0 0.0888375 0.1724004 0.102098099 250 1050 612.5
100 10 0.005 0.1 0.1 1 0.0845794 0.1819434 0.11913289 300 1350 889.5
100 10 0.01 0.1 0.001 0 0.0888383 0.1376951 0.09572085 250 1200 620.5
100 10 0.01 0.1 0.001 1 0.0852576 0.1180581 0.095433477 450 1450 935.5
100 10 0.01 0.1 0.005 0 0.0888076 0.1449609 0.107085202 250 1150 640
100 10 0.01 0.1 0.005 1 0.0855159 0.1213412 0.09687245 350 1650 923
100 10 0.01 0.1 0.01 0 0.0889483 0.0977404 0.090825131 250 1000 621.5
100 10 0.01 0.1 0.01 1 0.0846166 0.1154503 0.08849048 450 1700 903.5
100 10 0.01 0.1 0.05 0 0.0890346 0.1257892 0.097762104 150 1150 574
100 10 0.01 0.1 0.05 1 0.0848937 0.1590414 0.117225418 450 1450 929
100 10 0.01 0.1 0.1 0 0.0889423 0.133416 0.103256766 200 1050 621
100 10 0.01 0.1 0.1 1 0.0847628 0.1220306 0.089798085 350 1300 850
100 10 0.05 0.1 0.001 0 0.0887695 0.1215285 0.099329732 200 1150 604
100 10 0.05 0.1 0.001 1 0.0846589 0.0871123 0.085368201 200 1300 789
100 10 0.05 0.1 0.005 0 0.0889153 0.1234735 0.102737019 250 1300 595
100 10 0.05 0.1 0.005 1 0.0844887 0.0859808 0.08534187 200 1350 790
100 10 0.05 0.1 0.01 0 0.0888572 0.0943448 0.0916433979999999 250 2000 633
100 10 0.05 0.1 0.01 1 0.0846687 0.09028 0.086941559 200 1450 835.5
100 10 0.05 0.1 0.05 0 0.0888905 0.0949007 0.091509488 200 1050 613.5
100 10 0.05 0.1 0.05 1 0.0845041 0.0912349 0.086226377 250 1350 778
100 10 0.05 0.1 0.1 0 0.0888148 0.1210389 0.097465771 250 1550 659
100 10 0.05 0.1 0.1 1 0.0847248 0.0897711 0.086732726 200 1350 794
100 10 0.1 0.1 0.001 0 0.08882 0.0940202 0.091355544 150 1650 588
100 10 0.1 0.1 0.001 1 0.0850955 0.129089 0.101575862 250 1200 734
100 10 0.1 0.1 0.005 0 0.0887994 0.1471826 0.100372755 200 1450 580
100 10 0.1 0.1 0.005 1 0.0849335 0.0902423 0.086632632 300 1250 777
100 10 0.1 0.1 0.01 0 0.0888619 0.0905827 0.089388834 200 1200 599
100 10 0.1 0.1 0.01 1 0.0849587 0.0898429 0.086412581 300 1350 755
100 10 0.1 0.1 0.05 0 0.0888037 0.0940968 0.090667106 200 2300 623
100 10 0.1 0.1 0.05 1 0.0847064 0.1276431 0.094354104 250 1350 757.5
100 10 0.1 0.1 0.1 0 0.0888743 0.0945278 0.090576585 150 1200 559.5
100 10 0.1 0.1 0.1 1 0.0847106 0.089476 0.085576533 300 1250 801
100 20 0.001 0.1 0.001 0 0.09085 0.0966481 0.093409026 200 800 445.5
100 20 0.001 0.1 0.001 1 0.0877542 0.0945595 0.089500045 300 1350 824
100 20 0.001 0.1 0.005 0 0.0908483 0.0968354 0.092277267 150 800 428.5
100 20 0.001 0.1 0.005 1 0.0877585 0.0936383 0.08992866 250 1350 821
100 20 0.001 0.1 0.01 0 0.0908996 0.0962222 0.092067399 50 800 418.5
100 20 0.001 0.1 0.01 1 0.0877491 0.0933415 0.090428374 400 1300 838
100 20 0.001 0.1 0.05 0 0.0908132 0.0968778 0.093947795 150 800 433
100 20 0.001 0.1 0.05 1 0.0878274 0.0941139 0.092147781 350 1150 763.5
100 20 0.001 0.1 0.1 0 0.0908363 0.0963625 0.093745489 100 750 449.5
100 20 0.001 0.1 0.1 1 0.0878385 0.0901884 0.088281603 300 1200 771.5
100 20 0.005 0.1 0.001 0 0.0909321 0.092987 0.091382157 150 850 432
100 20 0.005 0.1 0.001 1 0.0877406 0.093407 0.089741775 350 1100 737
100 20 0.005 0.1 0.005 0 0.0908175 0.0961824 0.092815956 150 700 420.5
100 20 0.005 0.1 0.005 1 0.087957 0.0938205 0.091869439 350 1150 788.5
100 20 0.005 0.1 0.01 0 0.0908244 0.0954152 0.091309347 150 900 433
100 20 0.005 0.1 0.01 1 0.0877799 0.093779 0.089859161 450 1150 755
100 20 0.005 0.1 0.05 0 0.09088 0.0966969 0.092521186 100 750 447
100 20 0.005 0.1 0.05 1 0.0877897 0.0958142 0.088359932 200 1100 738.5
100 20 0.005 0.1 0.1 0 0.0909035 0.1994246 0.101695017 200 900 441.5
100 20 0.005 0.1 0.1 1 0.0882084 0.1174081 0.09249911 300 1200 751.5
100 20 0.01 0.1 0.001 0 0.0908889 0.097772 0.092479808 100 1050 447.5
100 20 0.01 0.1 0.001 1 0.0878748 0.0959036 0.089802395 300 1200 724.5
100 20 0.01 0.1 0.005 0 0.0909728 0.0990447 0.093570015 100 900 405.5
100 20 0.01 0.1 0.005 1 0.087933 0.1015803 0.090225345 350 1150 770.5
100 20 0.01 0.1 0.01 0 0.0908697 0.0964672 0.093085154 150 750 433.5
100 20 0.01 0.1 0.01 1 0.0877867 0.1059167 0.090197907 300 1100 714
100 20 0.01 0.1 0.05 0 0.0908765 0.1118704 0.093837775 100 850 453
100 20 0.01 0.1 0.05 1 0.087797 0.0931743 0.089462838 250 1100 692.5
100 20 0.01 0.1 0.1 0 0.0908924 0.0967153 0.09200722 150 700 414.5
100 20 0.01 0.1 0.1 1 0.0878103 0.0936238 0.091119734 250 1250 700
100 20 0.05 0.1 0.001 0 0.0910194 0.0974226 0.092619117 200 1350 467
100 20 0.05 0.1 0.001 1 0.0879647 0.0961204 0.088996395 200 1000 632.5
100 20 0.05 0.1 0.005 0 0.0902804 1764.8331145 17.759240832 150 750 413
100 20 0.05 0.1 0.005 1 0.0879185 0.2100616 0.12336291 300 1050 641
100 20 0.05 0.1 0.01 0 0.0911909 0.1537415 0.114575872 150 1550 438
100 20 0.05 0.1 0.01 1 0.0881182 0.1362128 0.105623471 250 1100 622
100 20 0.05 0.1 0.05 0 0.0910031 0.1274395 0.0969552419999999 100 2150 424
100 20 0.05 0.1 0.05 1 0.0880279 0.094258 0.08968127 150 1100 653.5
100 20 0.05 0.1 0.1 0 0.0910164 0.1255651 0.0995022019999999 100 1800 423
100 20 0.05 0.1 0.1 1 0.0880207 0.1226366 0.097861824 300 1050 653
100 20 0.1 0.1 0.001 0 0.0910959 0.1257529 0.101197027 100 750 410.5
100 20 0.1 0.1 0.001 1 0.0881096 0.0909022 0.08938725 150 1100 593.5
100 20 0.1 0.1 0.005 0 0.0916651 0.1254454 0.100030582 100 1700 441
100 20 0.1 0.1 0.005 1 0.0879873 0.0935211 0.089305327 100 1100 584
100 20 0.1 0.1 0.01 0 0.0910313 0.0933253 0.091704398 150 750 390.5
100 20 0.1 0.1 0.01 1 0.0880173 0.1190456 0.0963659639999999 200 1000 623
100 20 0.1 0.1 0.05 0 0.0910993 0.0970232 0.092723085 150 1300 425
100 20 0.1 0.1 0.05 1 0.0880451 0.1194292 0.095641056 200 1000 583
100 20 0.1 0.1 0.1 0 0.0912127 0.0963838 0.092118436 50 950 414.5
100 20 0.1 0.1 0.1 1 0.088054 0.1263302 0.10266729 250 1100 645
100 50 0.001 0.1 0.001 0 0.0956376 0.1373363 0.101162757 100 550 263
100 50 0.001 0.1 0.001 1 0.0940459 0.1001275 0.09739705 300 1000 667
100 50 0.001 0.1 0.005 0 0.0957479 0.1016136 0.098461739 50 450 250.5
100 50 0.001 0.1 0.005 1 0.0940814 0.0962376 0.094912853 200 1100 725.5
100 50 0.001 0.1 0.01 0 0.0955687 0.1013553 0.097620542 50 550 282.5
100 50 0.001 0.1 0.01 1 0.0940732 0.1001061 0.096299207 300 1000 677
100 50 0.001 0.1 0.05 0 0.0960486 0.1309681 0.105922404 50 500 282
100 50 0.001 0.1 0.05 1 0.0941211 0.1000916 0.096318044 250 1000 623
100 50 0.001 0.1 0.1 0 0.0955858 0.1018146 0.098187031 50 550 285.5
100 50 0.001 0.1 0.1 1 0.0941276 0.1291177 0.103704816 250 1050 644
100 50 0.005 0.1 0.001 0 0.0956479 0.1018061 0.099023948 100 450 273.5
100 50 0.005 0.1 0.001 1 0.0947532 0.128368 0.104649424 300 950 634
100 50 0.005 0.1 0.005 0 0.0957514 0.1352271 0.113639936 50 600 263.5
100 50 0.005 0.1 0.005 1 0.0942597 0.1420152 0.120648484 250 1150 645.5
100 50 0.005 0.1 0.01 0 0.0957407 0.1357074 0.117930864 100 600 288.5
100 50 0.005 0.1 0.01 1 0.0942349 0.1323986 0.110448475 250 1000 623
